,text,label
2014,"Ngày 31/03/2017 Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (SGDCK) đã ra Quyết định số 90/QĐ-SGDHCM đưa cổ phiếu PXI của CTCP Xây dựng Công nghiệp và Dân dụng Dầu khí vào diện bị kiểm soát do “Cổ phiếu PXI bị đưa vào diện cảnh báo do BCTC năm 2012 có ý kiến ngoại trừ của Công ty kiểm toán có ảnh hưởng trọng yếu đến kết quả kinh doanh làm lợi nhuận sau thuế chuyển từ lãi thành lỗ và đang duy trì diện cảnh báo, đồng thời lợi nhuận sau thuế tại BCTC kiểm toán 2016 là -14.534.040.215 đồng, Ngày 04/08/2020, Phòng QL&TĐNY nhận được BCTC soát xét 6 tháng đầu năm 2020 của Công ty và đã CBTT ra thị trường. Theo đó, lợi nhuận sau thuế thu nhập doanh nghiệp là 
-20.116.335.208 đồng, lợi nhuận sau thuế chưa phân phối tại ngày 30/06/2020 là 
-63.580.094.881 đồng. Đồng thời, tại BCTC kiểm toán các vấn đề ngoại trừ của các năm trước vẫn còn tồn đọng ảnh hưởng đến kết quả kinh doanh của Công ty. SGDCK TP.HCM 
tiếp tục giữ nguyên diện kiểm soát đối với cổ phiếu PXI việc xem xét hướng xử lý tiếp theo đối với cổ phiếu PXI sẽ căn cứ vào BCTC kiểm toán năm 2020 của Công ty Cổ phần Xây dựng Công nghiệp và Dân dụng Dầu khí.",Negative
2015,"Ngày 14/01/2015, Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh đã có thông báo số 25/TB-SGDHCM về việc hủy niêm yết đối với Công ty Cổ phần Vận tải và Giao nhận Bia Sài Gòn (mã CK: SBC) như sau:",Negative
2016,"CTCP Chứng khoán
Tràng An công bố kết quả kinh doanh quý 3/2012. Theo đó, doanh thu quý 3/2012 của
TAS chỉ đạt 263 triệu đồng, giảm 89% so với cùng kỳ 2011, trong đó doanh thu
môi giới đạt 164 triệu đồng, doanh thu tư vấn đạt 54 triệu đồng, doanh thu khác
đạt 52 triệu đồng/ Chi phí lên tới hơn 3 tỷ khiến LNTT quý 3/2012 của TAS lỗ
2,77 tỷ đồng. Theo giải trình của TAS, do thị trường khó khăn chung nên
giá trị giao dịch của NĐT tại TAS bị giảm tương ứng. Hơn nữa do đình chỉ giao dịch
và lưu ký một thời gian ngắn làm các hoạt động của TAS bị ngừng trệ. Do đó
doanh thu môi giới và các dịch vụ gia tăng của TAS giảm mạnh so với quý 3/2011. Doanh thu tự doanh của TAS trong quý 3/2012 chỉ đạt 1 triệu
đồng do công ty đã ngừng việc đầu tư tự doanh. Lũy kế 9 tháng, TAS đạt 2,45 tỷ đồng tổng doanh thu, LNTT lỗ
9,86 tỷ đồng, LNST lỗ 7,4 tỷ đồng trong khi cùng kỳ 2011 lỗ hơn 21 tỷ. Công ty đang thanh lý các khoản đầu tư không hiệu quả và cắt
giảm chi phí. Tại thời điểm 30/9/2012, lỗ lũy kế của TAS đã lên đến 72,7 tỷ đồng,
tương đương 52,3% vốn điều lệ. Cổ phiếu TAS bị đưa vào diện kiểm soát và chỉ được giao dịch
vào thứ Sáu hàng tuần, trong khi đó CTCK Tràng An bị đưa vào diện kiểm soát đặc
biệt từ 6/9.Download báo cáo Hoàng Ly",Negative
2017,"Ngày 05/04/2019, Sở Giao dịch Chứng khoán Tp.HCM (SGDCK Tp.HCM) đã ra Quyết định số 103/QĐ-SGDHCM đưa cổ phiếu VPK của Công ty Cổ phần Bao bì Dầu thực vật (mã chứng khoán: VPK) vào diện kiểm soát do Lợi nhuận sau thuế năm 2017 là -39,3 tỷ đồng, Lợi nhuận sau thuế năm 2018 là -39,8 tỷ đồng căn cứ Báo cáo tài chính kiểm toán năm 2017 và 2018 Ngày 16/08/2019, SGDCK Tp.HCM nhận được BCTC soát xét bán niên năm 2019 của Công ty và đã CBTT ra thị trường. Theo đó, lợi nhuận sau thuế tại BCTC soát xét là -11,2 tỷ đồng, lợi nhuận sau thuế chưa phân phối tại ngày 30/06/2019 là –81 tỷ đồng. Như vậy, công ty chưa khắc phục nguyên nhân rơi vào diện kiểm soát SGDCK Tp.HCM 
tiếp tục giữ nguyên diện kiểm soát đối với cổ phiếu VPK, việc xem xét hướng xử lý tiếp theo đối với cổ phiếu VPK sẽ căn cứ vào BCTC kiểm toán năm 2019 của Công ty Cổ phần Bao bì Dầu thực vật.",Negative
2018,"Hồi cuối tháng 12/2020, HĐQT CMX vừa thông qua Nghị quyết triển khai phương án và thông qua hồ sơ phát hành hơn 30.4 triệu cp với giá 10,000 đồng/cp. Nếu phát hành thành công, CMX sẽ nâng vốn điều lệ từ 304 tỷ đồng lên hơn 608 tỷ đồng",Positive
2019,Tổng Công ty Bảo hiểm Ngân hàng Đầu tư và Phát triển Việt Nam thông báo Quyết định của HĐQT về việc chi trả cổ tức năm 2019 bằng tiền mặt như sau:,Positive
2020,"Hàng loạt cổ phiếu vừa bị đưa vào diện bị cảnh báo, kiểm soát, thậm chí hủy niêm yết",Negative
2021,"DHD: Nguyễn Trung Việt - Chủ tịch HĐQT - đăng ký mua 30,000 CP- Tên cá nhân thực hiện giao dịch: Nguyễn Trung Việt - Chức vụ hiện nay tại TCNY: Chủ tịch HĐQT- Mã chứng khoán: DHD- Số lượng cổ phiếu nắm giữ trước khi thực hiện giao dịch: 4,056,300 CP (tỷ lệ 40.56%) - Số lượng cổ phiếu đăng ký mua: 30,000 CP - Mục đích thực hiện giao dịch: Mua cổ phiếu - Phương thức giao dịch: Thỏa thuận và khớp lệnh- Ngày dự kiến bắt đầu giao dịch: 24/03/2021- Ngày dự kiến kết thúc giao dịch: 22/04/2021.HNX",Positive
2022,"CTCP Viễn thông
Thăng Long (mã CK: TLC) công bố báo cáo tài chính hợp nhất quý I/2012. Theo đó, doanh
thu thuần đạt 14,15 tỷ đồng tăng hơn 3 lần cùng kỳ năm ngoái. Giá vốn chiếm
96,8% trong doanh thu thuần nên lợi nhuận gộp đạt 457 triệu đồng trong khi cùng
kỳ lỗ gộp 206 triệu đồng. Trong kỳ ngoài
chi phí QLDN tăng 11,6% các khoản chi phí khác đều giảm mạnh, chi phí tài chính
còn 14 triệu đồng giảm 98% so với quý I/2011; chi phí bán hàng còn 15 triệu đồng
giảm 93,6% so với cùng kỳ nên lỗ thuần là 381 triệu đồng trong khi cùng kỳ lỗ
thuần 1,88 tỷ đồng. Đáng chú ý
trong kỳ phát sinh khoản lỗ khác 3,19 tỷ đồng do khấu hao tài sản cố định dừng
hoạt động khiến TLC lỗ sau thuế 3,577 tỷ đồng cao hơn gấp 2 lần mức lỗ của quý
I/2011.    Chỉ tiêu   Quý I/2012   Quý I/2011   Thay đổi     Doanh thu thuần   14,15   4,48   215,8%     Giá vốn hàng bán   13,7   4,687   192,3%     Tỷ trọng giá vốn/DT thuần   96,8%   104,6%   -7,5%     Lợi nhuận gộp   0,457   -0,206        Doanh thu tài chính   0,007   0,009   -22,2%     Chi phí tài chính   0,014   0,718   -98,1%     Chi phí bán hàng   0,015   0,235   -93,6%     Chi phí QLDN   0,816   0,731   11,6%     Lợi nhuận thuần   -0,381   -1,88        Lợi nhuận khác   -3,19   -        Lợi nhuận sau thuế   -3,577   -1,88       Trần Dũng",Positive
2023,"Sự chú ý đổ dồn về khoản trích lập dự phòng tăng lên, do đó, kéo giảm lợi nhuận của nhà thầu xây dựng này. Các chi phí quản lý doanh nghiệp đã tăng thêm khi Coteccons tiến hành rà soát, đánh giá lại rủi ro về thu hồi công nợ",Negative
2024,"Ngày đăng ký cuối cùng Đại hội đồng cổ đông thường niên năm 2020 Thông báo ngày đăng ký cuối cùng lập danh sách cổ đông đối với cổ phiếu CLX của CTCP Xuất nhập khẩu và Đầu tư Chợ Lớn (Cholimex) như sau:
1. Ngày đăng ký cuối cùng: 15/05/2020
2. Ngày giao dịch không hưởng quyền: 14/05/2020
3. Lý do và mục đích: 
     * Đại hội đồng cổ đông thường niên năm 2020
          - Tỷ lệ phân bổ quyền: 1 cổ phiếu – 1 quyền biểu quyết
          - Thời gian họp: 04/06/2020
          - Địa điểm tổ chức họp: Hội trường Công ty TNHH MTV Khu Công nghiệp Vĩnh Lộc. Địa chỉ: Lô A59/I đường số 7, khu công nghiệp Vĩnh Lộc, phường Bình Hưng Hòa B, quận Bình Tân, TP. Hồ Chí Minh.
          - Nội dung họp: + Báo cáo kết quả hoạt động sản xuất kinh doanh năm 2019 và kế hoạch sản xuất kinh doanh năm 2020;
+ Báo cáo hoạt động của Hội đồng quản trị;
+ Báo cáo của Ban kiểm soát;
+ Các nội dung khác.",Neutral
2025,"Công ty Cổ phần Đầu tư - Sản
xuất và Thương mại Việt Nam (CTV) LNST năm 2011 theo BCTC đơn
vị tự lập là 725,33  triệu đồng. LNST trên BCTC kiểm toán là 791,72 triệu đồng.
Chênh lệch 66,39 triệu đồng chủ yếu vì lý do sau:  Chênh lệch chủ yếu do trong BCTC kiểm toán
điều chỉnh giảm phần thuế TNDN phải nộp - phần thuế được giảm 30% theo thông tư
số 154/2011/TT-BTC ngày 11/11/2011 của Bộ Tài Chính mà trong BCTC đơn vị lập
chưa có, số tiền là: 65.945.731 đồng.   Công ty Cổ phần Vimeco (VMC) Theo BCTC hợp nhất năm 2011 đã kiểm toán,
chỉ tiêu LNTT là 23,374 tỷ đồng, giảm 0,779 tỷ đồng so với báo cáo đã lập kiểm
toán năm 2011 nguyên nhân chính làm thay đổi LNTT hợp nhất sau kiểm toán với
BCTC trước khi kiểm toán như sau: +
Hạch toán tăng khoản trích lập dự phòng phải thu khó đòi của khách hàng mà công
ty chưa trích đủ là 0,666 tỷ đồng. + Hạch toán tăng chi phí thuế GTGT + TNDN
của nhà thầu nước ngoài là 0,373 tỷ đồng. Công ty Cổ phần dịch vụ Bến Thành (BSC) Theo BCTC công ty tự lập LNST năm 2011 là
4,03 tỷ đồng và BCTC năm 2011 sau kiểm toán là 4,04 tỷ đồng, giảm 9,63 triệu
đồng nguyên nhân. + Tờ khai thuế TNDN tạm tính quý IV/2011
trong đó có khoản điều chỉnh tăng doanh thu tính thuế TNDN là khoản lỗ chênh
lệch tỷ giá do đánh giá lại tỷ giá tài ngày 31/12/2011 là 55,03 triệu đồng, do
đó thuế TNDN tính quý IV/2011 là 273,39 triệu đồng lũy kế thuế TNDN năm 2011
theo BCTC quý IV/2011 là 910,92 triệu đồng. + BSC không đưa khoản lỗ chênh lệch tỷ giá
trên vào khoản điều chỉnh tăng foanh thu thuế TNDN theo thông tư 18/2011/TT
–BCT ngày 10/02/2011 về việc sửa đổi bổ sung thông tư 130/2008/TT- BTC do vậy
thuế TNDN năm 2011 được xác định lại là 901,92 triệu đồng, + Công ty đã điều chỉnh lại BCTC năm 2011
như sau: Thuế TNDN năm 2011 là 901,28 triệu đồng. Lợi nhuận sau thuế là 4,04 tỷ đồng. Công ty cổ phần Sông Đà 1.01 (SJC) LNST theo BCTC kiểm toán giảm 43,7 triệu
đồng so với BCTC năm 2011 công ty tự lập trước kiểm toán, theo giải trình của
SJC như sau: + LN
bán hàng sau kiểm toán tăng 212,24 triệu đồng do tăng doanh thu và giá vốn Dự án khi nhà ở Hemisco và Dự án CT1 Văn
Khê - Hà Đông hạch toán thiếu. +Thu nhập từ hoạt động tài chính giảm 262,9
triệu đồng do chi phí lãi vay hạch toán thiếu. +Chi phí QLDN tăng làm LN giảm 665,4 triệu
đồng do tăng trích lập dự phòng phải thu khó đòi và phân bổ công cụ dụng cụ bổ
sung. + Chi phí thuế TNDN giảm làm LN tăng 672,39
triệu đồng do hạch toán bổ sung 30% thuế TNDN được miễn giảm theo quy định. Công ty Cổ phần cơ khí lắp máy LILAMA (L35) Theo BCTC năm 2011 công ty tự lập LNTT là
5,343,696,999 đồng so với BCTC năm 2011 sau kiểm toán là 5,344,825,859 đồng,
giảm 1,12 triệu đồng, theo giải trình của L35 như sau: + Chi phí thuế TNDN giảm 282,215 đồng do
tính lại chi phí thuế TNDN năm 2011. +Chi phí tài chính giảm 1 triệu đồng do thanh toán cho chi phí lãi vay được thanh
toán cho gốc vay. + Doanh thu hoạt động tài chính tăng 2,12
triệu đồng do đánh giá lại số dư cuối kỳ có gốc ngoại tệ.  Hồng
Vân",Positive
2026,"Công ty Cổ phần Thủy điện Nà Lơi (mã CK: NLC) công bố BCTC quý 2/2014. Mặc dù doanh thu thuần chỉ tăng nhẹ 1,53% so với cùng kỳ đạt gần 10 tỷ đồng nhưng nhờ tinh giảm giá vốn nên lợi nhuận gộp đạt 5,54 tỷ đồng tăng 2,6 lần so với cùng kỳ năm ngoái. Trong kỳ công ty chỉ phát sinh chi phí QLDN nên kết quả LNST đạt 4,7 tỷ đồng tăng 205,65% so với quý 2/2013 nâng mức LNST 6 tháng đầu năm 2014 lên 8,3 tỷ đồng trong khi cùng kỳ LNST đạt 3,87 tỷ đồng (tương đương tăng 115%). Theo giải trình từ phía công ty lợi nhuận quý 2/2014 tăng so với cùng kỳ quý 2/2013 là do năm 2013 đã phân bổ hết lợi thế kinh doanh, máy móc và thiết bị nhà máy.   Chỉ tiêu   Q2/2014   Q2/2013   Thay đổi   6T 2014   6T 2013   Thay đổi     Doanh thu thuần   9,999   9,85   1,53%   21,26   20,9   1,72%     Giá vốn   4,46   7,72   -42,25%   11,2   15,28         Tỷ trọng giá vốn/DT    44,60%   78,42%       52,68%   73,11%         LN gộp   5,538   2,125    160,6%   10,056   5,632         DT tài chính   0,837   0,517   61,90%   1,483   0,926         Chi phí tài chính   0   0       0   0         Chi phí lãi vay   0   0       0   0         Chi phí bán hàng   0   0       0   0         Chi phí quản lý DN   1,244   1,02       2,614   2,188         Lợi nhuận thuần   5,13   1,62       8,925   4,334         Lợi nhuận khác   0   0,00       0   0         LNTT   5,13   1,62       8,925   4,334         LNST   4,707   1,54   205,65%   8,30   3,87   115%    Tính đến 30/06/2014, NLC đang có 15,167 tỷ đồng tiền và các khoản tương đương tiền trong đó có hơn 15 tỷ đồng tiền gửi ngân hàng cao gấp hơn 8 lần số dư đầu kỳ. NLC sẽ chốt quyền (ĐKCC) vào 24/7/2014 tức ngày giao dịch không hưởng quyền là 22/7/2014 để trả cổ tức năm 2012, 2013 bằng tiền. Tỷ lệ thực hiện là 72%/cổ phiếu tức 01 cổ phiếu được nhận 7.200 đồng. Thời gian thực hiện trả cổ tức là 31/07/2014.Trần Dũng",Positive
2027,"Ngày 13/04/2017 Sở giao dịch chứng khoán Thành phố Hồ Chí Minh (SGDCK TP.HCM) đã ra Quyết định số 119/QĐ-SGDHCM đưa cổ phiếu PTL của CTCP Đầu tư Hạ tầng và Đô thị Dầu khí vào diện bị kiểm soát do “
Lợi nhuận sau thuế chưa phân phối tại ngày 31/12/2015 là -143,62 tỷ đồng căn cứ BCTC hợp nhất kiểm toán năm 2015, lợi nhuận sau thuế cổ đông công ty mẹ tại báo cáo tài chính hợp nhất kiểm toán năm 2016 là 1,03 tỷ đồng và có ý kiến ngoại trừ dẫn đến kết quả kinh doanh năm 2016 chưa đảm bảo khả năng có lãi , căn cứ quy định tại điểm b Khoản 1.1 Điều 23 Quy chế Niêm yết chứng khoán tại Sở Giao dịch chứng khoán Thành Phố Hồ Chí Minh ban hành kèm theo Quyết định số 346/QĐ-SGDHCM ngày 23/08/2016 của Tổng Giám đốc Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh
”. Ngày 13/04/2020, CTCP Đầu tư Hạ tầng và Đô thị Dầu khí đã công bố báo cáo tài chính Hợp nhất kiểm toán năm 2019, theo đó: lợi nhuận sau thuế của cổ đông công ty mẹ là 0,848 tỷ đồng, 
lợi nhuận sau thuế chưa phân phối là -296,5 tỷ đồng, vẫn còn ý kiến ngoại trừ của kiểm toán viên Công ty TNHH Deloitte Việt Nam, chưa đảm bảo khả năng có lãi. SGDCK TP.HCM 
tiếp tục giữ nguyên diện kiểm soát đối với cổ phiếu PTL việc xem xét hướng xử lý tiếp theo đối với cổ phiếu PTL sẽ căn cứ vào BCTC soát xét 6 tháng 2020  của Công ty Cổ phần Đầu tư Hạ tầng và Đô thị Dầu khí.",Negative
